"","V1"
"2538",12
"2539",13
"2540",11
"2541",5
"2542",11
"2543",11
"2544",13
"2545",11
"2546",5
"2547",7
"2548",8
"2549",2
"2550",8
"2551",11
"2552",11
"2553",11
"2554",11
"2555",11
"2556",11
"2557",11
"2558",11
"2559",20
"2560",11
"2561",11
"2562",12
"2563",11
"2564",8
"2565",8
"2566",19
"2567",5
"2568",4
"2569",11
"2570",11
"2571",4
"2572",16
"2573",8
"2574",19
"2575",11
"2576",11
"2577",6
"2578",4
"2579",4
"2580",8
"2581",13
"2582",2
"2583",11
"2584",20
"2585",11
"2586",12
"2587",5
"2588",6
"2589",5
"2590",8
"2591",4
"2592",4
"2593",11
"2594",4
"2595",4
"2596",11
"2597",19
"2598",12
"2599",11
"2600",4
"2601",11
"2602",11
"2603",4
"2604",1
"2605",4
"2606",11
"2607",11
"2608",18
"2609",12
"2610",8
"2611",11
"2612",11
"2613",11
"2614",11
"2615",4
"2616",12
"2617",11
"2618",2
"2619",11
"2620",3
"2621",4
"2622",14
"2623",4
"2624",11
"2625",4
"2626",11
"2627",11
"2628",12
"2629",19
"2630",12
"2631",11
"2632",11
"2633",9
"2634",11
"2635",11
"2636",5
"2637",4
"2638",20
"2639",14
"2640",11
"2641",11
"2642",11
"2643",17
"2644",11
"2645",11
"2646",11
"2647",11
"2648",11
"2649",20
"2650",12
"2651",7
"2652",11
"2653",11
"2654",11
"2655",2
"2656",20
"2657",11
"2658",19
"2659",11
"2660",18
"2661",12
"2662",1
"2663",11
"2664",20
"2665",3
"2666",11
"2667",17
"2668",11
"2669",11
"2670",19
"2671",11
"2672",19
"2673",11
"2674",14
"2675",4
"2676",14
"2677",17
"2678",11
"2679",20
"2680",10
"2681",20
"2682",11
"2683",8
"2684",3
"2685",13
"2686",11
"2687",7
"2689",9
"2690",12
"2691",16
"2692",14
"2693",5
"2694",11
"2695",11
"2696",20
"2697",6
"2698",11
"2699",11
"2700",11
"2701",12
"2702",6
"2703",4
"2704",11
"2705",8
"2706",3
"2707",17
"2708",1
"2709",6
"2710",11
"2711",11
"2712",10
"2713",11
"2714",11
"2715",12
"2716",3
"2717",2
"2718",11
"2719",3
"2720",4
"2721",2
"2722",1
"2723",7
"2724",14
"2725",11
"2726",2
"2727",6
"2728",11
"2729",4
"2730",15
"2731",14
"2732",6
"2733",3
"2734",11
"2735",8
"2736",1
"2737",17
"2738",6
"2739",11
"2740",5
"2741",2
"2742",1
"2743",8
"2744",11
"2745",11
"2746",12
"2747",11
"2748",11
"2749",11
"2750",11
"2751",11
"2752",12
"2753",9
"2754",17
"2755",11
"2756",12
"2757",1
"2758",12
"2759",8
"2760",20
"2761",4
"2762",11
"2763",12
"2764",14
"2765",6
"2766",20
"2767",12
"2768",15
"2769",8
"2770",11
"2771",20
"2772",12
"2773",8
"2774",12
"2775",13
"2776",12
"2777",13
"2778",17
"2779",11
"2780",12
"2781",11
"2782",17
"2783",11
"2784",17
"2785",11
"2786",11
"2787",11
"2788",4
"2789",8
"2790",8
"2793",11
"2794",11
"2795",11
"2796",6
"2798",12
"2799",5
"2800",9
"2801",12
"2802",9
"2803",5
"2804",12
"2805",20
"2806",3
"2807",12
"2808",2
"2809",7
"2810",14
"2811",19
"2812",19
"2813",19
"2814",18
"2815",7
"2816",4
"2817",3
"2818",17
"2819",12
"2820",4
"2821",16
"2822",11
"2823",4
"2824",5
"2825",12
"2826",14
"2827",11
"2828",14
"2829",1
"2830",4
"2831",4
"2832",14
"2833",11
"2834",12
"2835",11
"2836",11
"2837",4
"2838",4
"2839",3
"2840",4
"2841",4
"2842",11
"2843",4
"2844",11
"2845",4
"2846",4
"2847",14
"2848",4
"2849",4
"2850",16
"2851",4
"2852",14
"2853",11
"2854",12
"2855",12
"2856",14
"2858",12
"2859",19
"2860",14
"2861",6
"2862",2
"2863",14
"2864",14
"2865",17
"2866",17
"2867",4
"2868",14
"2869",14
"2870",19
"2871",11
"2872",5
"2873",11
"2874",14
"2875",4
"2876",2
"2877",11
"2878",14
"2879",11
"2880",1
"2881",14
"2882",11
"2883",12
"2884",11
"2885",15
"2886",15
"2887",11
"2888",15
"2889",11
"2890",11
"2891",11
"2892",11
"2893",11
"2894",11
"2895",3
"2896",11
"2897",11
"2898",1
"2899",1
"2900",9
"2901",6
"2902",6
"2903",5
"2904",18
"2905",1
"2906",6
"2907",12
"2908",1
"2909",1
"2910",9
"2911",14
"2912",1
"2913",13
"2914",9
"2915",1
"2916",2
"2917",1
"2918",17
"2919",1
"2920",1
"2921",1
"2922",4
"2923",6
"2924",6
"2925",12
"2926",8
"2927",9
"2928",1
"2929",9
"2930",12
"2931",9
"2932",13
"2933",1
"2934",9
"2935",4
"2936",6
"2937",6
"2938",2
"2939",15
"2940",1
"2941",16
"2942",1
"2943",8
"2944",10
"2945",5
"2946",9
"2947",4
"2948",9
"2949",8
"2950",9
"2951",8
"2952",1
"2953",6
"2954",15
"2955",10
"2956",4
"2957",9
"2958",1
"2959",5
"2960",5
"2961",17
"2962",6
"2963",1
"2964",5
"2965",6
"2966",9
"2967",9
"2968",1
"2969",15
"2970",2
"2971",8
"2972",1
"2973",1
"2974",1
"2975",9
"2976",5
"2977",5
"2978",4
"2979",5
"2980",2
"2981",2
"2982",9
"2983",1
"2984",5
"2985",9
"2986",14
"2987",6
"2988",17
"2989",5
"2990",8
"2991",13
"2992",2
"2993",13
"2994",19
"2995",6
"2996",6
"2997",6
"2998",6
"2999",2
"3000",1
"3001",1
"3002",13
"3003",8
"3004",1
"3005",1
"3006",13
"3007",8
"3008",4
"3009",15
"3010",13
"3011",2
"3012",15
"3013",4
"3014",4
"3015",12
"3016",10
"3017",4
"3018",9
"3019",6
"3020",1
"3021",9
"3022",2
"3023",13
"3024",5
"3025",1
"3026",6
"3027",10
"3028",6
"3029",6
"3030",6
"3031",6
"3032",6
"3033",6
"3034",6
"3035",6
"3036",6
"3037",8
"3038",2
"3039",6
"3040",2
"3041",6
"3042",6
"3043",6
"3044",6
"3045",10
"3046",1
"3047",9
"3048",1
"3049",12
"3050",2
"3051",6
"3052",9
"3053",5
"3054",5
"3055",9
"3056",2
"3057",1
"3058",13
"3059",5
"3060",17
"3061",10
"3062",12
"3063",1
"3064",6
"3065",9
"3066",8
"3067",15
"3068",8
"3069",5
"3070",9
"3071",5
"3072",9
"3073",2
"3074",1
"3075",2
"3076",9
"3077",1
"3078",2
"3079",2
"3080",2
"3081",2
"3082",2
"3083",2
"3084",9
"3085",10
"3086",5
"3087",1
"3088",5
"3089",2
"3090",9
"3091",10
"3092",9
"3093",9
"3094",9
"3095",4
"3096",5
"3097",9
"3098",10
"3099",8
"3100",6
"3101",14
"3102",13
"3103",9
"3104",8
"3105",8
"3106",9
"3107",4
"3108",2
"3109",9
"3110",5
"3111",9
"3112",18
"3113",10
"3114",13
"3115",8
"3116",5
"3117",13
"3118",13
"3119",6
"3120",1
"3121",8
"3122",4
"3123",9
"3124",13
"3125",10
"3126",2
"3127",1
"3128",1
"3129",4
"3130",1
"3131",9
"3132",9
"3133",8
"3134",13
"3135",9
"3136",5
"3137",8
"3138",1
"3139",5
"3140",10
"3141",16
"3142",17
"3143",13
"3144",1
"3145",9
"3146",9
"3147",1
"3148",14
"3149",13
"3150",8
"3151",8
"3152",8
"3153",9
"3154",2
"3155",6
"3156",10
"3157",8
"3158",15
"3159",8
"3160",1
"3161",5
"3162",1
"3163",2
"3164",6
"3165",12
"3166",6
"3167",1
"3168",9
"3169",8
"3170",6
"3171",6
"3172",9
"3173",1
"3174",1
"3175",1
"3176",9
"3177",15
"3178",8
"3179",15
"3180",1
"3181",5
"3182",10
"3183",9
"3184",6
"3185",9
"3186",9
"3187",12
"3188",5
"3189",5
"3190",5
"3191",9
"3192",13
"3193",12
"3194",4
"3195",8
"3196",1
"3197",6
"3198",13
"3199",13
"3200",6
"3201",5
"3202",6
"3203",2
"3204",2
"3205",2
"3206",9
"3207",13
"3208",13
"3209",10
"3210",4
"3211",10
"3212",10
"3213",5
"3214",8
"3215",19
"3216",8
"3217",5
"3218",12
"3219",5
"3220",17
"3221",13
"3222",5
"3223",6
"3224",1
"3225",9
"3226",9
"3227",13
"3228",2
"3229",2
"3230",9
"3231",2
"3232",5
"3233",8
"3234",8
"3235",9
"3236",5
"3237",2
"3238",9
"3239",10
"3240",6
"3241",13
"3242",9
"3243",12
"3244",5
"3245",10
"3246",5
"3247",13
"3248",1
"3249",15
"3250",13
"3251",13
"3252",10
"3253",9
"3254",8
"3255",1
"3256",5
"3257",5
"3258",1
"3259",14
"3260",13
"3261",13
"3262",10
"3263",5
"3264",1
"3265",1
"3266",8
"3267",18
"3268",9
"3269",4
"3270",1
"3271",9
"3272",1
"3273",8
"3274",9
"3275",5
"3276",9
"3277",12
"3278",1
"3279",1
"3280",1
"3281",8
"3282",6
"3283",1
"3284",13
"3285",12
"3286",1
"3287",14
"3288",6
"3289",13
"3290",1
"3291",1
"3292",13
"3293",1
"3294",9
"3295",9
"3296",4
"3297",15
"3298",4
"3299",1
"3300",17
"3301",1
"3302",8
"3303",8
"3304",10
"3305",9
"3306",1
"3307",8
"3308",1
"3309",2
"3310",8
"3311",8
"3312",4
"3313",9
"3314",10
"3315",9
"3316",9
"3317",2
"3318",5
"3319",12
"3320",9
"3321",8
"3322",5
"3323",12
"3324",8
"3325",4
"3326",1
"3327",8
"3328",1
"3329",2
"3330",9
"3331",9
"3332",13
"3333",13
"3334",1
"3335",13
"3336",1
"3337",9
"3338",8
"3339",5
"3340",5
"3341",1
"3342",8
"3343",17
"3344",1
"3345",8
"3346",1
"3347",9
"3348",2
"3349",5
"3350",1
"3351",5
"3352",5
"3353",17
"3354",5
"3355",5
"3356",9
"3357",1
"3358",15
"3359",5
"3360",2
"3361",5
"3362",1
"3363",9
"3364",1
"3365",1
"3366",9
"3367",1
"3368",15
"3369",8
"3370",9
"3371",8
"3372",12
"3373",8
"3374",1
"3375",1
"3376",4
"3377",8
"3378",5
"3379",9
"3380",8
"3381",5
"3382",4
"3383",5
"3384",8
"3385",6
"3386",5
"3387",6
"3388",9
"3389",14
"3390",1
"3391",5
"3392",14
"3393",1
"3394",5
"3395",1
"3396",2
"3397",1
"3398",1
"3399",1
"3400",6
"3401",6
"3402",6
"3403",9
"3404",9
"3405",2
"3406",4
"3407",6
"3408",1
"3409",6
"3410",6
"3411",5
"3412",6
"3413",9
"3414",6
"3415",6
"3416",6
"3417",6
"3418",6
"3419",6
"3420",6
"3421",6
"3422",8
"3423",6
"3424",13
"3425",1
"3426",6
"3427",6
"3428",2
"3429",2
"3430",9
"3431",6
"3432",13
"3433",2
"3434",15
"3435",5
"3436",9
"3437",9
"3438",6
"3439",9
"3440",5
"3441",8
"3442",2
"3443",1
"3444",9
"3445",9
"3446",1
"3447",9
"3448",2
"3449",5
"3450",9
"3451",2
"3452",6
"3453",6
"3454",8
"3455",15
"3456",8
"3457",8
"3458",1
"3459",5
"3460",9
"3461",5
"3462",9
"3463",12
"3464",8
"3465",9
"3466",1
"3467",8
"3468",5
"3469",8
"3470",2
"3471",5
"3472",5
"3473",9
"3474",9
"3475",9
"3476",13
"3477",5
"3478",1
"3479",1
"3480",1
"3481",1
"3482",4
"3483",5
"3484",9
"3485",13
"3486",9
"3487",15
"3488",9
"3489",6
"3490",2
"3491",2
"3492",9
"3493",5
"3494",8
"3495",8
"3496",5
"3497",5
"3498",8
"3499",5
"3500",13
"3501",13
"3502",2
"3503",8
"3504",9
"3505",4
"3506",4
"3507",9
"3508",1
"3509",1
"3510",5
"3511",12
"3512",1
"3513",9
"3514",13
"3515",12
"3516",5
"3517",12
"3518",13
"3519",1
"3520",5
"3521",9
"3522",9
"3523",15
"3524",13
"3525",5
"3526",4
"3528",5
"3529",9
"3530",1
"3531",8
"3532",5
"3533",12
"3534",1
"3535",8
"3536",1
"3537",1
"3538",8
"3539",8
"3540",9
"3541",8
"3542",8
"3543",9
"3544",8
"3545",4
"3546",4
"3547",9
"3548",9
"3549",2
"3550",12
"3551",4
"3552",3
"3553",5
"3554",5
"3555",13
"3556",5
"3557",14
"3558",9
"3559",6
"3560",8
"3561",6
"3562",2
"3563",9
"3564",6
"3565",14
"3566",10
"3567",13
"3568",13
"3569",8
"3570",1
"3571",2
"3572",6
"3573",9
"3574",9
"3575",8
"3576",9
"3577",9
"3578",2
"3579",8
"3580",1
"3581",9
"3582",15
"3583",8
"3584",16
"3585",9
"3586",5
"3587",6
"3588",1
"3589",1
"3590",5
"3591",5
"3592",5
"3593",13
"3594",9
"3595",9
"3596",5
"3597",1
"3598",5
"3599",8
"3600",12
"3601",9
"3602",2
"3603",1
"3604",2
"3605",1
"3606",2
"3607",9
"3608",5
"3609",8
"3610",15
"3611",5
"3612",10
"3613",2
"3614",9
"3615",1
"3616",6
"3617",13
"3618",9
"3619",1
"3620",9
"3621",9
"3622",8
"3623",5
"3624",6
"3625",13
"3626",2
"3627",9
"3628",9
"3629",9
"3630",15
"3631",9
"3632",5
"3633",5
"3634",2
"3635",5
"3636",2
"3637",15
"3638",1
"3639",8
"3640",2
"3641",5
"3642",1
"3643",8
"3644",9
"3645",2
"3646",13
"3647",8
"3648",5
"3649",6
"3650",6
"3651",6
"3652",6
"3653",6
"3654",5
"3655",1
"3656",10
"3657",4
"3658",9
"3659",5
"3660",5
"3661",9
"3662",9
"3663",2
"3664",5
"3665",2
"3666",5
"3667",9
"3668",2
"3669",9
"3670",5
"3671",5
"3672",1
"3673",2
"3674",15
"3675",6
"3676",8
"3677",1
"3678",9
"3679",8
"3680",13
"3681",5
"3682",5
"3683",8
"3684",6
"3685",1
"3686",1
"3687",13
"3688",1
"3689",13
"3690",5
"3691",12
"3692",1
"3693",5
"3694",2
"3695",9
"3696",15
"3697",9
"3698",9
"3699",8
"3700",5
"3701",14
"3703",5
"3704",8
"3705",13
"3706",2
"3707",1
"3708",1
"3709",5
"3710",4
"3711",1
"3712",5
"3713",1
"3714",1
"3715",1
"3716",2
"3717",8
"3718",8
"3719",9
"3720",2
"3721",1
"3722",14
"3723",14
"3724",1
"3725",1
"3726",19
"3727",8
"3728",2
"3729",5
"3730",12
"3731",8
"3732",5
"3733",8
"3734",4
"3735",8
"3736",5
"3737",1
"3738",5
"3739",2
"3740",4
"3741",1
"3742",8
"3743",20
"3744",15
"3745",13
"3746",2
"3748",2
"3749",1
"3751",2
"3752",17
"3754",12
"3755",5
"3756",4
"3757",5
"3758",2
"3759",1
"3760",5
"3761",8
"3762",8
"3763",8
"3764",9
"3765",9
"3766",5
"3767",8
"3768",5
"3769",5
"3770",4
"3771",8
"3772",1
"3773",4
"3774",2
"3775",5
"3776",13
"3777",15
"3778",12
"3779",11
"3780",13
"3781",9
"3782",6
"3783",9
"3784",4
"3785",2
"3786",1
"3787",12
"3788",5
"3789",2
"3790",8
"3791",8
"3792",6
"3793",4
"3794",5
"3795",9
"3796",4
"3797",9
"3798",8
"3799",5
"3800",13
"3801",6
"3802",8
"3803",9
"3804",14
"3805",5
"3806",1
"3807",8
"3808",5
"3809",20
"3810",8
"3811",8
"3812",5
"3813",5
"3814",5
"3815",5
"3816",9
"3817",15
"3818",12
"3819",5
"3820",8
"3821",2
"3822",1
"3823",8
"3824",5
"3825",8
"3826",5
"3827",15
"3828",5
"3829",1
"3830",13
"3831",2
"3832",9
"3833",6
"3834",2
"3835",6
"3836",1
"3837",6
"3838",5
"3839",6
"3840",2
"3841",2
"3842",5
"3843",2
"3844",14
"3845",6
"3847",2
"3848",2
"3849",2
"3850",2
"3851",17
"3852",8
"3853",8
"3854",1
"3855",13
"3856",8
"3857",5
"3858",2
"3859",6
"3860",13
"3861",1
"3862",15
"3863",8
"3864",6
"3865",5
"3866",5
"3867",15
"3868",2
"3869",8
"3870",2
"3871",5
"3872",5
"3873",2
"3874",9
"3875",8
"3876",15
"3877",9
"3878",5
"3879",8
"3880",5
"3881",5
"3882",8
"3883",11
"3884",11
"3885",5
"3886",4
"3887",8
"3888",2
"3889",10
"3890",8
"3891",5
"3892",5
"3893",6
"3894",5
"3895",5
"3896",2
"3897",14
"3898",13
"3899",9
"3900",2
"3901",2
"3902",8
"3903",12
"3904",1
"3905",10
"3906",5
"3907",5
"3908",5
"3909",6
"3910",5
"3911",6
"3912",5
"3913",9
"3914",9
"3915",10
"3916",2
"3917",5
"3918",8
"3919",6
"3920",6
"3921",2
"3922",5
"3923",5
"3924",9
"3925",2
"3926",10
"3927",5
"3928",9
"3929",8
"3930",1
"3931",6
"3932",8
"3933",19
"3934",5
"3935",5
"3936",10
"3937",2
"3938",13
"3939",9
"3940",1
"3941",2
"3942",2
"3943",5
"3944",2
"3945",2
"3946",2
"3947",15
"3948",1
"3949",9
"3950",8
"3951",2
"3952",5
"3954",10
"3955",5
"3956",5
"3957",1
"3958",5
"3959",9
"3960",15
"3961",9
"3962",8
"3963",8
"3964",2
"3965",10
"3966",9
"3967",13
"3968",9
"3969",6
"3970",5
"3971",6
"3972",12
"3973",2
"3974",13
"3975",10
"3976",1
"3977",2
"3978",8
"3979",4
"3980",2
"3981",14
"3982",5
"3983",5
"3985",2
"3986",10
"3987",2
"3988",8
"3989",5
"3990",4
"3991",4
"3992",5
"3993",8
"3994",8
"3995",13
"3996",11
"3997",10
"3998",5
"3999",8
"4000",2
"4001",5
"4002",9
"4003",4
"4004",8
"4005",9
"4006",4
"4007",10
"4008",2
"4009",9
"4010",4
"4011",5
"4012",9
"4013",9
"4014",2
"4015",2
"4016",9
"4017",10
"4018",5
"4019",8
"4020",9
"4021",5
"4022",19
"4023",14
"4024",8
"4025",8
"4026",14
"4027",4
"4028",9
"4029",2
"4030",8
"4031",2
"4032",15
"4033",17
"4034",9
"4035",8
"4037",9
"4038",2
"4039",10
"4040",2
"4041",5
"4042",9
"4043",8
"4044",4
"4045",2
"4046",1
"4047",8
"4048",15
"4049",15
"4050",15
"4051",5
"4052",5
"4053",10
"4054",4
"4055",2
"4056",10
"4057",10
"4058",10
"4059",10
"4060",10
"4061",10
"4062",10
"4063",10
"4064",10
"4065",10
"4066",10
"4067",10
"4068",10
"4069",10
"4070",10
"4072",10
"4073",2
"4074",8
"4075",8
"4076",8
"4077",9
"4078",8
"4079",10
"4080",3
"4081",8
"4082",15
"4083",15
"4084",5
"4085",8
"4086",15
"4087",10
"4088",9
"4089",1
"4090",8
"4091",9
"4092",17
"4093",5
"4094",9
"4095",15
"4096",8
"4097",15
"4098",10
"4099",10
"4100",10
"4101",10
"4102",10
"4103",10
"4104",10
"4105",10
"4106",10
"4107",10
"4108",10
"4109",10
"4110",10
"4111",10
"4112",10
"4113",12
"4114",8
"4115",2
"4116",5
"4117",5
"4118",13
"4119",4
"4120",2
"4121",9
"4122",17
"4123",13
"4124",14
"4125",6
"4126",5
"4127",10
"4128",9
"4129",9
"4130",8
"4131",5
"4132",9
"4133",17
"4134",15
"4135",14
"4136",6
"4137",2
"4138",5
"4139",10
"4140",10
"4141",10
"4142",10
"4143",10
"4144",10
"4145",10
"4146",10
"4147",10
"4148",10
"4149",10
"4150",10
"4151",10
"4152",10
"4153",10
"4154",10
"4155",5
"4156",8
"4157",17
"4158",9
"4159",15
"4160",1
"4161",1
"4162",9
"4163",10
"4164",4
"4165",10
"4166",5
"4167",14
"4168",8
"4169",6
"4170",18
"4171",15
"4172",10
"4173",9
"4174",9
"4175",9
"4176",9
"4177",9
"4179",8
"4180",10
"4181",10
"4182",10
"4183",10
"4184",10
"4185",10
"4186",10
"4187",10
"4188",10
"4189",10
"4190",10
"4191",5
"4192",8
"4193",4
"4194",14
"4195",15
"4196",8
"4197",6
"4198",9
"4199",8
"4200",15
"4201",8
"4202",13
"4203",14
"4204",5
"4205",10
"4206",8
"4207",9
"4208",5
"4209",9
"4210",2
"4211",12
"4212",8
"4213",9
"4214",8
"4215",15
"4216",2
"4217",2
"4218",15
"4219",9
"4220",15
"4221",10
"4222",10
"4223",10
"4224",10
"4225",10
"4226",10
"4227",10
"4228",10
"4229",10
"4230",10
"4231",10
"4232",10
"4233",10
"4234",5
"4235",8
"4236",5
"4237",20
"4238",8
"4239",2
"4240",8
"4241",5
"4242",10
"4243",6
"4244",5
"4245",6
"4246",6
"4247",5
"4248",8
"4249",8
"4250",8
"4251",9
"4252",8
"4253",10
"4254",8
"4255",10
"4256",8
"4257",8
"4258",15
"4259",10
"4260",9
"4261",6
"4262",15
"4263",9
"4264",15
"4265",10
"4266",10
"4267",10
"4268",10
"4269",10
"4270",10
"4271",10
"4272",10
"4273",10
"4274",10
"4275",10
"4276",10
"4277",10
"4278",8
"4279",9
"4280",6
"4281",5
"4282",5
"4283",8
"4284",5
"4285",8
"4286",10
"4287",5
"4288",6
"4289",8
"4290",15
"4291",5
"4292",15
"4293",14
"4294",17
"4295",20
"4296",2
"4297",20
"4298",15
"4299",10
"4300",10
"4301",10
"4302",10
"4303",10
"4304",10
"4305",10
"4306",10
"4307",10
"4308",10
"4309",10
"4310",10
"4311",10
"4312",10
"4313",8
"4314",8
"4315",6
"4316",9
"4317",8
"4318",5
"4319",9
"4320",13
"4321",9
"4322",10
"4323",5
"4324",8
"4325",9
"4326",2
"4327",20
"4328",11
"4329",1
"4330",20
"4331",19
"4332",5
"4333",15
"4334",5
"4335",5
"4336",5
"4337",15
"4338",10
"4339",10
"4340",10
"4341",10
"4342",10
"4343",10
"4344",10
"4345",10
"4346",10
"4347",10
"4348",10
"4349",10
"4350",10
"4351",20
"4352",14
"4353",2
"4355",15
"4356",5
"4357",17
"4358",10
"4359",1
"4360",2
"4361",2
"4362",4
"4363",13
"4364",5
"4365",8
"4366",10
"4367",8
"4368",5
"4369",8
"4370",8
"4371",5
"4372",9
"4373",15
"4374",8
"4375",9
"4376",15
"4377",1
"4378",5
"4379",5
"4380",10
"4381",10
"4382",10
"4383",10
"4384",10
"4385",10
"4386",10
"4387",10
"4388",10
"4389",10
"4390",10
"4391",10
"4392",10
"4393",10
"4394",10
"4395",10
"4396",10
"4397",8
"4398",5
"4399",9
"4400",2
"4401",15
"4402",6
"4403",15
"4404",9
"4405",8
"4406",12
"4407",9
"4408",10
"4409",9
"4410",8
"4411",8
"4412",5
"4413",2
"4414",17
"4415",8
"4416",9
"4418",19
"4419",13
"4420",10
"4421",8
"4422",10
"4423",10
"4424",10
"4425",10
"4426",10
"4427",10
"4428",10
"4429",10
"4430",10
"4431",10
"4432",10
"4433",10
"4434",10
"4435",10
"4436",10
"4437",10
"4438",10
"4439",10
"4440",10
"4441",10
"4442",8
"4443",5
"4444",5
"4445",1
"4446",5
"4447",1
"4448",8
"4449",8
"4450",15
"4451",17
"4452",10
"4453",4
"4454",15
"4455",8
"4456",5
"4457",15
"4458",15
"4459",17
"4460",5
"4461",15
"4462",13
"4464",5
"4465",15
"4467",10
"4468",10
"4469",10
"4470",10
"4471",10
"4472",10
"4473",10
"4474",10
"4475",10
"4476",10
"4477",10
"4478",10
"4479",10
"4480",10
"4481",10
"4482",13
"4483",8
"4484",13
"4485",4
"4486",8
"4487",5
"4488",13
"4489",8
"4490",8
"4491",5
"4492",15
"4493",5
"4494",15
"4495",10
"4496",13
"4497",15
"4498",15
"4499",9
"4500",4
"4501",4
"4502",10
"4503",10
"4504",10
"4505",10
"4506",10
"4507",10
"4508",10
"4509",10
"4510",10
"4511",10
"4512",10
"4513",10
"4514",2
"4515",8
"4516",9
"4517",8
"4518",13
"4520",17
"4521",1
"4522",4
"4523",5
"4524",4
"4525",15
"4526",8
"4527",8
"4528",5
"4530",8
"4531",10
"4532",4
"4534",9
"4535",1
"4536",5
"4537",10
"4538",10
"4539",10
"4540",10
"4541",10
"4542",10
"4543",10
"4544",10
"4545",10
"4546",10
"4547",10
"4548",10
"4549",17
"4550",8
"4551",14
"4552",8
"4553",1
"4554",15
"4555",8
"4556",15
"4557",5
"4558",8
"4559",17
"4560",5
"4561",8
"4562",5
"4563",16
"4564",5
"4565",8
"4566",1
"4567",12
"4568",8
"4569",10
"4570",8
"4571",8
"4572",8
"4573",5
"4574",9
"4575",5
"4576",14
"4577",15
"4578",9
"4579",9
"4580",6
"4581",6
"4582",15
"4583",8
"4584",1
"4585",5
"4586",17
"4587",17
"4588",9
"4589",8
"4590",15
"4591",1
"4592",8
"4593",5
"4594",10
"4595",15
"4596",15
"4597",4
"4598",8
"4599",5
"4600",9
"4601",10
"4602",10
"4603",8
"4604",5
"4605",9
"4606",9
"4607",5
"4608",8
"4609",6
"4610",2
"4611",5
"4612",13
"4613",9
"4614",9
"4615",15
"4616",5
"4617",1
"4618",13
"4619",8
"4620",10
"4621",15
"4622",17
"4623",9
"4624",8
"4625",6
"4626",2
"4627",1
"4628",9
"4629",10
"4630",17
"4631",13
"4632",10
"4633",5
"4634",5
"4635",10
"4636",15
"4637",15
"4638",15
"4639",15
"4640",5
"4641",5
"4642",10
"4643",8
"4644",10
"4645",5
"4646",13
"4647",5
"4648",5
"4649",10
"4650",5
"4651",5
"4652",13
"4653",8
"4654",5
"4655",8
"4656",1
"4657",5
"4658",15
"4659",8
"4660",5
"4661",10
"4662",17
"4663",5
"4664",8
"4665",8
"4666",9
"4667",9
"4668",8
"4669",6
"4670",8
"4671",17
"4672",5
"4673",10
"4674",9
"4675",5
"4676",5
"4677",4
"4678",5
"4679",5
"4680",8
"4681",5
"4682",10
"4683",5
"4684",2
"4685",5
"4686",10
"4687",15
"4688",9
"4689",4
"4690",9
"4691",18
"4692",8
"4693",9
"4694",10
"4695",9
"4696",11
"4697",8
"4698",15
"4699",15
"4700",15
"4701",8
"4702",8
"4703",1
"4704",8
"4705",14
"4706",14
"4707",15
"4708",9
"4709",8
"4710",15
"4711",5
"4712",10
"4713",9
"4714",2
"4715",5
"4716",5
"4717",15
"4718",17
"4719",2
"4720",12
"4721",10
"4722",2
"4723",9
"4724",5
"4725",10
"4726",5
"4727",5
"4728",9
"4729",10
"4730",5
"4731",2
"4732",8
"4733",6
"4734",9
"4735",13
"4736",15
"4737",12
"4738",10
"4739",12
"4740",15
"4741",5
"4742",15
"4743",10
"4744",20
"4745",12
"4746",15
"4747",8
"4748",5
"4749",10
"4750",5
"4751",9
"4752",9
"4753",13
"4754",8
"4755",8
"4756",13
"4757",5
"4758",16
"4759",8
"4760",6
"4761",10
"4762",5
"4763",5
"4764",19
"4765",9
"4766",12
"4767",10
"4768",8
"4769",5
"4770",10
"4773",13
"4774",12
"4775",10
"4776",1
"4777",10
"4778",5
"4779",10
"4780",2
"4781",8
"4782",10
"4783",5
"4784",5
"4785",15
"4786",8
"4787",5
"4788",15
"4789",8
"4790",8
"4791",15
"4792",5
"4793",5
"4794",5
"4795",5
"4796",10
"4797",8
"4798",8
"4799",5
"4800",5
"4801",5
"4802",14
"4803",5
"4804",15
"4805",15
"4806",10
"4807",8
"4808",5
"4809",15
"4810",8
"4811",15
"4812",5
"4813",2
"4814",5
"4815",15
"4816",5
"4817",8
"4818",14
"4819",5
"4820",15
"4821",15
"4822",10
"4823",5
"4824",5
"4825",8
"4826",15
"4827",8
"4828",5
"4829",15
"4830",5
"4831",9
"4832",15
"4833",5
"4834",8
"4835",9
"4836",5
"4837",12
"4838",13
"4839",5
"4840",4
"4841",17
"4842",8
"4843",13
"4844",5
"4845",1
"4846",10
"4847",2
"4848",10
"4849",5
"4850",9
"4851",8
"4852",8
"4853",5
"4854",5
"4855",5
"4856",5
"4857",5
"4858",15
"4859",8
"4860",14
"4861",5
"4862",4
"4863",12
"4864",5
"4865",15
"4866",8
"4867",4
"4868",4
"4869",15
"4870",8
"4871",5
"4872",5
"4873",5
"4874",8
"4875",17
"4876",15
"4877",8
"4878",5
"4879",6
"4880",12
"4881",5
"4882",15
"4883",15
"4884",20
"4885",13
"4886",10
"4887",8
"4888",13
"4889",4
"4890",5
"4891",15
"4892",15
"4893",5
"4894",15
