"","term","topic1","topic10","topic11","topic12","topic13","topic14","topic15","topic16","topic17","topic18","topic19","topic2","topic20","topic21","topic22","topic23","topic24","topic25","topic3","topic4","topic5","topic6","topic7","topic8","topic9","log_ratio"
"50","coming",0.00160242702113949,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,0.00432841364776871,5.2932738369354e-06,0.00127255451756854,0.000191398025866076,4.80194382686112e-06,0.00166822135091094,0.00057259115773059,0.000979667600501865,0.000583502494267704,0.000911669941505898,3.6125993013233e-06,-7.94008664128207
"51","could",0.00605044508693594,4.10797398830871e-06,0.00370683854268022,0.00358078103719382,0.000243642997640822,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.00206969308948,7.21662132222937e-06,6.52490228958822e-06,0.00164790821972754,0.00603542012423017,7.58040919048811e-06,5.2932738369354e-06,0.0020785573788787,9.11419170790839e-06,0.00408645419665881,0.000236105574026839,0.00617667482913636,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,0.00751781914605377,-9.85686926197591
"52","course",0.00502397937944445,0.00296184924557058,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.000161198903847454,0.000504549260086827,0.000327079501766765,0.00255288991970879,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,0.000928864803947895,7.58040919048811e-06,5.2932738369354e-06,0.000234050830880449,0.00183195253328959,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.000419135594473985,0.00040204078165788,3.6125993013233e-06,-9.58865852998156
"53","covered",0.00143134940322424,4.10797398830871e-06,2.3446164090324e-06,3.30718651629992e-05,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,6.09894709995065e-05,0.000541557863581038,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,0.00087469615182019,0.000752776689455403,7.58040919048811e-06,5.82260122062894e-05,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.000166498138063505,6.3019553248658e-05,8.21834498968598e-06,5.66254622053353e-06,0.000184242564367488,-7.77720387501192
"54","creative",5.70258726384161e-06,0.00012734719363757,2.3446164090324e-06,0.000123267861062088,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,0.000584546327100578,0.00118100731441547,0.00285605207583277,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,7.69418556602206
"55","december",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,5.63729635266926e-05,7.21662132222937e-06,0.00300797995550017,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,8.12822467961248e-05,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.00130804817694324,3.6125993013233e-06,9.04296261936819
"56","decided",0.00188755638433157,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.00111444397008189,5.36195904535681e-06,0.00177440613767351,7.21662132222937e-06,0.00235548972654135,0.00261442330461173,0.000224512345977928,0.00015918859300025,5.2932738369354e-06,0.00145855517787088,9.11419170790839e-06,0.000484996326512972,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.000254768694680265,5.66254622053353e-06,3.6125993013233e-06,0.319507299018807
"57","decorating",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00176824852047841,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.97385923145563e-05,8.27648872029272
"58","decorations",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00222499168074958,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,6.22880084258688e-05,3.6125993013233e-06,8.60796760796302
"59","didnt",0.00171647876641632,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,0.00107559469690217,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.00676744005003771,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00359756277134784,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-8.03927999782085
"60","direction",0.00114622004003216,4.10797398830871e-06,2.3446164090324e-06,6.31371971293621e-05,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,0.000111158750575644,1.55000550251953e-06,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.46702321633793e-05,6.3019553248658e-05,8.21834498968598e-06,0.000855044479300562,3.6125993013233e-06,-7.45671201224007
"61","dirt",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,0.000273459911313198,2.68442683460441e-06,7.21662132222937e-06,0.00118100731441547,4.83257542442093e-06,4.84242314854353e-05,8.33845010953692e-05,0.000269956965683706,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,7.69418556602206
"62","dollar",0.00126027178530899,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,6.53676335133915e-05,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,7.17739251854704e-05,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,7.90502806284963e-05,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-4.13413126181528
"63","dont",0.00371238430876088,4.51877138713958e-05,0.00771613260212563,0.00379123836095836,5.94251213758104e-06,5.31126679024214e-06,0.000213198550249858,5.5444973635915e-06,5.36195904535681e-06,0.0063916202931931,7.21662132222937e-06,6.52490228958822e-06,0.00406419593193801,4.4022028623123e-06,7.58040919048811e-06,0.000269956965683706,1.55000550251953e-06,0.00110281719665691,4.80194382686112e-06,0.0167247899240979,0.000125888836096796,5.72905029533254e-06,0.0018162542427206,5.66254622053353e-06,3.6125993013233e-06,-9.15217405422678
"64","door",0.0041115654172298,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.00555004186095509,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,5.31583296686303e-05,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,0.000373681860024244,4.80194382686112e-06,3.87058318076785e-06,0.00126294929116463,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-9.29951577030197
"65","doors",0.00154540114850107,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,0.000111536602595085,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.82260122062894e-05,6.35502256033009e-05,0.000100256108786992,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,6.22880084258688e-05,3.97385923145563e-05,-7.88780936241502
"66","down",0.00205863400224682,4.51877138713958e-05,0.00344893073768666,3.30718651629992e-05,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.00236498004128649,0.00022371526098911,0.00490020161948075,0.00203451425368121,0.0053310676662602,7.58040919048811e-06,0.0014344772098095,0.000110050390678887,0.00028253994294516,5.28213820954723e-05,3.87058318076785e-06,0.00597362831930282,5.72905029533254e-06,0.000254768694680265,6.22880084258688e-05,0.00632566137661709,1.25115374956595
"67","dressed",0.00217268574752365,4.51877138713958e-05,4.92369445896804e-05,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.9382834544523e-05,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,0.000269956965683706,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.000583502494267704,5.66254622053353e-06,3.6125993013233e-06,-8.37930750855447
"68","drive",0.00827445411983417,4.10797398830871e-06,2.3446164090324e-06,3.30718651629992e-05,5.94251213758104e-06,5.31126679024214e-06,5.71996110426449e-05,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,0.000158693910411482,4.06093019667085e-06,5.72905029533254e-06,9.04017948865458e-05,0.000232164395041874,3.6125993013233e-06,-10.3084921251279
"69","driver",0.00171647876641632,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-8.03927999782085
"70","driveway",0.00114622004003216,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,0.000158693910411482,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-7.45671201224007
"71","driving",0.00416859128986821,0.00012734719363757,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.000125550445704082,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,0.000184242564367488,-9.31938791701358
"72","drove",0.00291402209182306,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,0.00286583406336531,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.46702321633793e-05,5.72905029533254e-06,9.04017948865458e-05,5.66254622053353e-06,3.6125993013233e-06,-8.80283980199877
"73","during",0.00211565987488524,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.00151318971030997,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,0.00116187603287893,6.52490228958822e-06,4.83257542442093e-06,0.00145712914742537,7.58040919048811e-06,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,8.12822467961248e-05,0.00329341438950006,0.00138070112117514,0.000336952144577125,0.00221405557222861,3.6125993013233e-06,-8.34093569768195
"74","each",5.70258726384161e-06,0.00583743103738667,0.000213360093221949,0.00222784109870749,5.94251213758104e-06,0.000536437945814456,5.19996464024045e-06,0.000227324391907251,0.000166220730406061,2.68442683460441e-06,0.00137837467254581,0.0102506214969431,0.00280772632158856,4.84242314854353e-05,7.58040919048811e-06,5.2932738369354e-06,0.00262105930476053,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,0.00235463967138167,0.000172585244783406,5.66254622053353e-06,0.000148116571354255,10.811807144233
"75","early",5.70258726384161e-06,0.000209506673403744,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.000405348452025266,7.21662132222937e-06,0.0010505092686237,0.00010148408391284,0.000136468288731681,7.58040919048811e-06,0.00122274625633208,0.00135005479269451,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.06093019667085e-06,0.00201089665366172,8.21834498968598e-06,5.66254622053353e-06,0.000111990578341022,7.52525655705347
"76","especially",5.70258726384161e-06,0.00156513808954562,2.3446164090324e-06,0.00156640379544751,5.94251213758104e-06,0.000377099942107192,5.19996464024045e-06,5.5444973635915e-06,0.000327079501766765,0.000646946867139663,7.21662132222937e-06,0.00111575829151958,4.83257542442093e-06,4.4022028623123e-06,0.000538209052524656,5.2932738369354e-06,0.000993553527115021,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,0.00029218156506196,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,7.61219219382475
"77","eve",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,0.000112601139952493,2.68442683460441e-06,7.21662132222937e-06,0.00313847800129193,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.46702321633793e-05,5.72905029533254e-06,9.04017948865458e-05,6.22880084258688e-05,3.6125993013233e-06,9.10423276270889
"78","events",0.00148837527586266,0.000743543291883876,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,0.00015918859300025,5.2932738369354e-06,1.55000550251953e-06,0.00028253994294516,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-7.83356631763103
"79","ever",0.000290831950455922,0.00296184924557058,0.0037771770349512,3.00653319663629e-06,0.000243642997640822,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.00381457053197287,7.9382834544523e-05,0.00150725242889488,4.83257542442093e-06,0.00176528334778723,7.58040919048811e-06,0.000852217087746601,0.00093155330701424,9.11419170790839e-06,0.00106122958573631,0.00538398120444807,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.000968295403711233,3.6125993013233e-06,2.37366337838342
"80","exciting",5.70258726384161e-06,4.51877138713958e-05,2.3446164090324e-06,0.000183398524994814,0.000184217876265012,5.31126679024214e-06,5.71996110426449e-05,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00157250145179076,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00026505094093084,0.00028253994294516,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,6.3019553248658e-05,9.04017948865458e-05,0.000345415319452545,0.000400998522446886,8.10722901516881
"81","fall",5.70258726384161e-06,0.000209506673403744,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.000161198903847454,6.09894709995065e-05,0.000863275406302447,2.68442683460441e-06,7.21662132222937e-06,0.00176824852047841,4.83257542442093e-06,0.000532666546339788,0.00137205406347835,5.2932738369354e-06,0.000342551216056817,0.000100256108786992,4.80194382686112e-06,0.000429634733065231,0.00101929347936438,5.72905029533254e-06,8.21834498968598e-06,6.22880084258688e-05,3.6125993013233e-06,8.27648872029272
"82","family",5.70258726384161e-06,0.0152857712104967,2.57907804993564e-05,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.0285203479077901,4.83257542442093e-06,0.000224512345977928,0.00129624997157347,5.2932738369354e-06,0.00383006359672577,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,8.52795341300878e-05,0.00355774023340151,8.21834498968598e-06,0.00408269582500467,3.97385923145563e-05,12.2880873417245
"83","far",0.00262889272863098,4.10797398830871e-06,0.00185459157954463,3.30718651629992e-05,5.94251213758104e-06,5.84239346926636e-05,0.000213198550249858,6.09894709995065e-05,5.8981549498925e-05,2.68442683460441e-06,7.21662132222937e-06,0.000137022948081353,4.83257542442093e-06,0.000224512345977928,7.58040919048811e-06,5.2932738369354e-06,0.000606052151485138,0.000373681860024244,0.0023097349807202,4.25764149884463e-05,0.00028832604396363,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-4.26196583871172
"84","fast",0.00137432353058583,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,0.000166220730406061,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,0.00150293095699491,4.4022028623123e-06,0.000841425420144179,0.0014344772098095,0.000125550445704082,0.000647107611261495,4.80194382686112e-06,8.12822467961248e-05,4.46702321633793e-05,5.72905029533254e-06,0.000172585244783406,0.000232164395041874,3.6125993013233e-06,-7.71854965729111
"85","favorite",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,0.000184217876265012,0.000111536602595085,0.000109199257445049,5.5444973635915e-06,5.8981549498925e-05,2.68442683460441e-06,0.00491451912043819,0.0175585120612819,0.00135795369426228,0.00158919523329474,0.00311554817729061,5.2932738369354e-06,0.0014120550127953,0.000100256108786992,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,11.5882663545793
"86","favorites",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,0.000243642997640822,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,0.00101754360643434,0.00209449363495782,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,8.52076916606115
"87","feast",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,6.53676335133915e-05,5.31126679024214e-06,5.71996110426449e-05,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.0010505092686237,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,7.52525655705347
"88","feeling",5.70258726384161e-06,4.10797398830871e-06,2.57907804993564e-05,3.00653319663629e-06,5.94251213758104e-06,0.000164649270497506,5.19996464024045e-06,5.5444973635915e-06,0.000273459911313198,2.68442683460441e-06,7.21662132222937e-06,0.0021597426578537,4.83257542442093e-06,0.000884842775324773,0.000462404960619774,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,0.000292918573438528,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.000911669941505898,0.00292981803337319,8.56502708574607
"89","few",5.70258726384161e-06,4.10797398830871e-06,0.00459779277811254,3.00653319663629e-06,5.94251213758104e-06,0.000695775949521721,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00666192523766956,0.00290437783007698,0.00392236275032026,0.00751218550777371,0.00302245936089012,0.0014120550127953,0.00256108786992226,0.0014453850918852,0.000352223069449874,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.00510195414470071,0.00278531406132026,10.1901068298167
"90","fill",0.000575961313648002,0.000209506673403744,2.3446164090324e-06,3.30718651629992e-05,5.94251213758104e-06,0.000270874606302349,5.19996464024045e-06,6.09894709995065e-05,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00170299949758252,0.000343112855133887,4.4022028623123e-06,0.000386600868714893,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,0.000148116571354255,1.56403419275694
"91","finally",0.00205863400224682,0.00012734719363757,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,0.000111536602595085,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.00190862747940373,7.21662132222937e-06,6.52490228958822e-06,0.00116465067728545,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00127255451756854,0.00028253994294516,4.80194382686112e-06,3.87058318076785e-06,0.00280610276589956,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-8.30151534794832
"92","find",0.0037694101813993,4.10797398830871e-06,2.3446164090324e-06,0.00183699178314477,0.000421918361768254,5.31126679024214e-06,5.19996464024045e-06,0.000449104286450912,5.36195904535681e-06,2.68442683460441e-06,0.00433718941465984,6.52490228958822e-06,0.00435415045740326,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00046655165625838,0.00146738486497325,0.00269389048686908,0.00584845118614022,4.06093019667085e-06,0.00029218156506196,8.21834498968598e-06,6.22880084258688e-05,3.6125993013233e-06,-9.17416678256884
"93","fine",0.00103216829475533,4.10797398830871e-06,0.000377483241854217,0.000213463856961177,5.94251213758104e-06,5.31126679024214e-06,5.71996110426449e-05,5.5444973635915e-06,5.8981549498925e-05,0.00300924248159154,0.000368047687433697,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.000856856271497549,6.3019553248658e-05,8.21834498968598e-06,5.66254622053353e-06,0.00112351838271154,-7.30550620814435
"94","five",0.00120324591267058,0.00012734719363757,2.3446164090324e-06,3.00653319663629e-06,0.000124792754889202,5.31126679024214e-06,0.00146119006390757,0.000116434444635422,5.36195904535681e-06,0.00354612784851242,7.21662132222937e-06,7.17739251854704e-05,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,0.00032288970405306,0.00069905248163631,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.000247716741996922,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,7.58645853277892e-05,-4.06732789113103
"95","foot",0.00331320320029197,4.10797398830871e-06,0.000213360093221949,3.00653319663629e-06,5.94251213758104e-06,5.84239346926636e-05,5.19996464024045e-06,0.000116434444635422,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.97385923145563e-05,-8.98805467446567
"96","found",0.00291402209182306,0.00197593548837649,0.00098708350820264,3.00653319663629e-06,5.94251213758104e-06,0.000164649270497506,5.19996464024045e-06,0.00211245349552836,0.000702416634941742,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,0.00140627944850649,0.00158919523329474,7.58040919048811e-06,0.000852217087746601,1.55000550251953e-06,9.11419170790839e-06,0.00250181273379464,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.000254768694680265,0.00119479725253257,0.00032874653642042,-8.80283980199877
"97","friends",5.70258726384161e-06,0.00222241392767501,2.3446164090324e-06,0.000273594520893902,5.94251213758104e-06,5.84239346926636e-05,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,0.000945377393212046,0.00202924461206194,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.0070540750419664,9.11419170790839e-06,0.00595921228913464,0.000429634733065231,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.00340319027854065,3.6125993013233e-06,8.47511044906945
"98","fully",0.00108919416739375,4.10797398830871e-06,0.000893298851841345,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.000109199257445049,5.5444973635915e-06,0.000327079501766765,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,5.31583296686303e-05,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-7.38308914909689
"99","gas",0.00319915145501514,4.10797398830871e-06,2.3446164090324e-06,3.30718651629992e-05,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-8.93751728166994
